시군구명,행정동코드,행정동명,지번코드,건물관리번호,경도,위도
금천구,1154561000,독산1동,1154510200202910001,1154510200102910001013680,126.895609328207,37.4689563671665
중구,1114052000,소공동,1114011400200690007,1114011400100690007022617,126.976779068076,37.562486166009705
구로구,1153077000,오류1동,1153010800200550050,1153010800100550050005778,126.844849844365,37.4962051540044
용산구,1117065000,이태원1동,1117065000200560013,1117013000100560013009296,126.989422726707,37.533959861770896
중구,1114054000,회현동,1114011800200060001,1114011800100060003023309,126.973244053454,37.5586170363758
영등포구,1156053500,영등포동,1156010400200020021,1156010400100020021000001,126.909582972668,37.518670766386
송파구,1171058000,송파1동,1171010400200960007,1171010400100960007013243,127.110334770409,37.502269334236004
영등포구,1156054000,여의동,1156011000200230000,1156011000100230000000001,126.924863083917,37.5251722235016
성북구,1129060000,안암동,1129012500200010002,1129012500100010002040548,127.030957744251,37.5864875767796
중구,1114067000,황학동,1114016500225450000,1114016500118710000000001,127.021448203321,37.5708030625306
강남구,1168064000,역삼1동,1168010100208370036,1168010100108370036027494,127.031801329315,37.4906588834388
종로구,1111061500,종로1.2.3.4가동,1111012700201000000,1111012700101000000015852,126.982423077525,37.5711128646326
강남구,1168058000,삼성1동,1168010500201570000,1168010500101570000016862,127.056219039363,37.508364008586895
종로구,1111053000,사직동,1111010600200350042,1111010600100350042000001,126.972615705273,37.5771730114202
광진구,1121581000,광장동,1121510400204450005,1121510400104450005010913,127.102911969818,37.544130344049
강남구,1168065000,역삼2동,1168010100207550000,1168010100107550000026232,127.048406096675,37.4992276933378
중구,1114055000,명동,1114010800200650001,1114010800100650001019221,126.983227937665,37.566866884039605
마포구,1144066000,서교동,1144012100201590001,1144012100101590001011730,126.923599454067,37.5572017356505
강남구,1168058000,삼성1동,1168010500200910031,1168010500100910031000001,127.06019337998899,37.5152437173541
강남구,1168072000,일원본동,1168011400200500000,1168011400100500000002609,127.08957883163201,37.490334340869495
중구,1114055000,명동,1114012400200250052,1114012400100250052020482,126.983083260827,37.5608556864363
서초구,1165053100,서초4동,1165010800213030016,1165010800113030016000001,127.02388692547399,37.502721958552
종로구,1111061500,종로1.2.3.4가동,1111012400200850000,1111012400100850000031906,126.981226721716,37.57500405238
은평구,1138057000,대조동,1138010600201980010,1138010600101980010000001,126.92010980759501,37.617800446052705
마포구,1144073000,성산2동,1144012500205150000,1144012500105290016017988,126.897257447574,37.568275645267704
강남구,1168056500,청담동,1168010400200840003,1168010400100840003017382,127.040513119755,37.5265378643378
종로구,1111061500,종로1.2.3.4가동,1111013800200560011,1111013800100560011015898,126.988011270682,37.569737255991605
광진구,1121571000,화양동,1121510700200040012,1121510700100010000016506,127.07204319614999,37.541224682309704
금천구,1154551000,가산동,1154510100200600005,1154510100100600005000001,126.887266473346,37.4796276001816
성동구,1120067000,성수2가1동,1120011500203330016,1120011500103330131000002,127.052889552846,37.540009372535295
강남구,1168064000,역삼1동,1168010100206790004,1168010100106790004026260,127.03773377270201,37.501574090614206
송파구,1171060000,석촌동,1171010500202860009,1171010500102860009009809,127.10601340660801,37.5042460725183
마포구,1144074000,상암동,1144012700216470000,1144012700116470000000001,126.889225742053,37.576300640514795
종로구,1111060000,가회동,1111014700201090000,1111014700101090000018455,126.98563245418,37.5773666774701
강남구,1168059000,삼성2동,1168010500201440025,1168010500101440025016941,127.055580896323,37.50694425070989
강남구,1168060000,대치1동,1168010600206510000,1168010600106510000014441,127.057395337984,37.4921723983972
영등포구,1156053500,영등포동,1156010500204420000,1156010500104420000000001,126.903914224263,37.517212666105706
종로구,1111061500,종로1.2.3.4가동,1111012200200190000,1111012200100190000017596,126.98068354236601,37.5716655130709
강남구,1168058000,삼성1동,1168010500201680021,1168010500101680021027909,127.063192969498,37.510564037367395
강남구,1168058000,삼성1동,1168010500201590000,1168010500101590009016086,127.05913910242799,37.5118203253706
마포구,1144055500,아현동,1144010100207380000,1144010100107380000002804,126.95550656842501,37.552244261774604
강남구,1168063000,대치4동,1168010600208890070,1168010600108890070000001,127.0511760602,37.503764266198395
중구,1114055000,명동,1114012500200070001,1114012500100070001019833,126.9858514681,37.562050853336395
양천구,1147051000,목1동,1147010200209230000,1147010200109230000020857,126.870595896767,37.528008576720204
양천구,1147058000,신월3동,1147010300202050048,1147010300102050048000001,126.832196508633,37.5295182620174
서초구,1165059000,방배본동,1165010100207550014,1165010100107550014000001,126.985676893834,37.4972370082012
마포구,1144065500,서강동,1144011500203290001,1144011500103290001020244,126.923207056972,37.547502973067104
성동구,1120055000,사근동,1120010700201550001,1120010700101550001000001,127.040008574127,37.557070331727
서대문구,1141058500,신촌동,1141011200200540004,1141011200100540004023862,126.945924012362,37.5584393559433
광진구,1121582000,자양1동,1121510500207790000,1121510500107790000000002,127.082546387004,37.537360142267296
마포구,1144066000,서교동,1144012000203620001,1144012000103620001020644,126.923245387766,37.551918417829796
강남구,1168053100,논현2동,1168010800200590008,1168010800100590008005433,127.028627805482,37.5191511988017
영등포구,1156054000,여의동,1156011000200430004,1156011000100430004037561,126.93177854364299,37.520198138511795
종로구,1111064000,이화동,1111016800200010028,1111016800100010028009271,127.00223302562999,37.5821845648109
중구,1114052000,소공동,1114011100200700000,1114011100100700000022321,126.980757256014,37.5637640159767
강남구,1168063000,대치4동,1168010600209360015,1168010600109360015014099,127.05371510929399,37.497945786956
강남구,1168058000,삼성1동,1168010500200520017,1168010500100520017014891,127.051146995902,37.517676320509295
양천구,1147051000,목1동,1147010200204040177,1147010200104040177000001,126.87625414675101,37.5241430317764
중구,1114052000,소공동,1114011100201120005,1114011100101120005022336,126.97892425905,37.563712135123794
강북구,1130554500,송중동,1130510100200350030,1130510100100350030028426,127.03068549429199,37.611840615050504
강남구,1168058000,삼성1동,1168010500201570036,1168010500101570036016908,127.057428066223,37.5075627123392
중구,1114055000,명동,1114010500201990002,1114010500101990002019475,126.982828101442,37.5646378662118
성북구,1129070500,종암동,1129013500200030686,1129013500100030686019760,127.033983452137,37.6011813308853
서초구,1165062100,방배4동,1165010100208120002,1165010100108120002009897,126.99050928001002,37.49194416824479
용산구,1117052000,용산2가동,1117010200200010003,1117010200200010011026010,126.98785574876001,37.5511113627592
송파구,1171063200,가락2동,1171010700201250006,1171010700101250006005828,127.126233039197,37.4918996397466
동대문구,1123053600,용신동,1123010100200760010,1123010100100760010000001,127.02550323167802,37.5767024003417
강서구,1150054000,화곡1동,1150010300210730010,1150010300110730010012777,126.83756898643298,37.5405548865621
마포구,1144066000,서교동,1144012000203740020,1144012000103740020010455,126.918561136612,37.553407372579606
영등포구,1156054000,여의동,1156011000200230006,1156011000100230006031681,126.923429755471,37.523357078957
중랑구,1126059000,상봉2동,1126010200200790000,1126010200100790000000001,127.09250549276199,37.597870460692
강남구,1168064000,역삼1동,1168010100207980030,1168010100107980030025928,127.039391664754,37.492225610599704
종로구,1111071000,숭인2동,1111017500203100000,1111017500103100000001721,127.016068581604,37.5727136114594
강동구,1174066000,성내3동,1174010800204410002,1174010800104410002004637,127.133928149649,37.52276357105271
영등포구,1156062000,양평2동,1156012800200020000,1156012800100020000000001,126.896859894016,37.5338162535295
중구,1114055000,명동,1114010300200250000,1114010300100250000019057,126.97785493719,37.5674151730747
영등포구,1156062000,양평2동,1156012800200980005,1156012800100980005019691,126.89459081557101,37.537300079323
서초구,1165066000,내곡동,1165011100202050001,1165011100102050001000001,127.05625242638901,37.4472723955747
송파구,1171056100,방이1동,1171011100202260010,1171011100102260011017814,127.120508852575,37.5065444620512
강남구,1168053100,논현2동,1168010800202160005,1168010800102160005007586,127.032255003449,37.5115850987019
강서구,1150051000,염창동,1150010100202820023,1150010100102820023028037,126.87452635372,37.547274247042296
마포구,1144056500,공덕동,1144010300201730000,1144010300100690002000001,126.953346488998,37.542421791058295
송파구,1171064200,문정2동,1171010800206280000,1171010800104090003000001,127.119370608348,37.4782606521025
중구,1114055000,명동,1114012700200850005,1114012700100850006019624,126.982258687479,37.5632273331076
서초구,1165054000,잠원동,1165010600200580024,1165010600100580024019138,127.011922479411,37.508614488461795
중구,1114055000,명동,1114012700200020016,1114012700100020017020487,126.98573772021099,37.5637618569889
강남구,1168061000,대치2동,1168010600209600005,1168010600109600005012586,127.05881553706499,37.5033568327036
강남구,1168063000,대치4동,1168010600209410019,1168010600109410019013873,127.06015953382901,37.4989974073525
강동구,1174061000,천호2동,1174061000204540001,1174010900104540001012007,127.12513253438298,37.5387195343382
동작구,1159053000,상도1동,1159010200204750005,1159010200104750004020804,126.952704694419,37.4968681980081
영등포구,1156054000,여의동,1156011000200440022,1156011000100440022031461,126.92927506344101,37.5204367716676
중구,1114055000,명동,1114012200200880000,1114012200100100007000001,126.982911122996,37.5601964424547
중구,1114062500,다산동,1114016200203740027,1114016200103740027008405,127.01071622933998,37.5554228939156
서대문구,1141056500,충현동,1141010200204640000,1141010200104640000030855,126.964069882556,37.5598884579046
중구,1114054000,회현동,1114012100202060000,1114012100102060000000001,126.980582926744,37.5591131321314
중구,1114060500,을지로동,1114016100200240001,1114016100100240001013336,126.99033643077,37.564368932638104
마포구,1144066000,서교동,1144011000200540001,1144011000100540001007321,126.93466360149598,37.5551666257155
영등포구,1156065000,신길3동,1156013200202520009,1156013200102520009014533,126.91005961849899,37.5045648097649
강동구,1174062000,천호3동,1174010900204470017,1174010900104470017000001,127.133078371911,37.5365615358794
마포구,1144068000,합정동,1144012200204720000,1144012200100000000000002,126.91204590555799,37.5500407049077
강남구,1168054500,압구정동,1168010700206090000,1168010700106090000009953,127.029541735527,37.526322072252796
금천구,1154551000,가산동,1154510100200500003,1154510100100500003017038,126.883859005074,37.4814335948223
중구,1114054000,회현동,1114011800200840011,1114011800100840011021410,126.973615890497,37.557088497428104
중구,1114061500,신당동,1114016300200860000,1114016300100860000011300,127.01644066132499,37.565940863069
관악구,1162062500,인헌동,1162010100216570003,1162010100116570003025568,126.96500010525101,37.4761982963166
성북구,1129057500,동선동,1129011700201340000,1129011700101340000000002,127.01884212683399,37.590829620739704
마포구,1144061000,염리동,1144010900201680009,1144010900101680009006616,126.94746278019699,37.5439913688051
용산구,1117068500,한남동,1117013100200360007,1117013100100360007006124,127.010920838672,37.5347996427069
양천구,1147051000,목1동,1147010200204060004,1147010200104060004020911,126.868376108501,37.5259149373251
강북구,1130557500,삼각산동,1130510100208120002,1130510100106700028022781,127.021108114965,37.6183841817231
영등포구,1156054000,여의동,1156011000200170003,1156011000100170003031045,126.916882222676,37.5278654998234
강서구,1150057000,화곡4동,1150010300207720067,1150010300107720067020797,126.86311230232201,37.5350639785405
강서구,1150060300,가양1동,1150010500207760006,1150010500107760006000001,126.840442028048,37.5669203191806
강남구,1168064000,역삼1동,1168010100208320003,1168010100108320003025902,127.030693855019,37.49235279858821
동작구,1159060500,흑석동,1159010500202050005,1159010500102050005016371,126.95812885181401,37.5069358330654
송파구,1171056200,방이2동,1171011100200220005,1171011100100220005017119,127.107405691887,37.5146007564183
중구,1114054000,회현동,1114012400200540000,1114012400100540000023233,126.98075850417901,37.5603490764434
강남구,1168051000,신사동,1168010700205330011,1168010700105330011011111,127.022506036871,37.5218849410754
중구,1114058000,장충동,1114014300200620035,1114014300100620035017014,127.00613308162201,37.559637334572
영등포구,1156054000,여의동,1156011000200120000,1156011000100120000037285,126.924872251138,37.5292630435403
용산구,1117062500,한강로동,1117012700200240000,1117012700100240000000001,126.97039214150699,37.5248570913299
강남구,1168056500,청담동,1168010400200890004,1168010400100890004017667,127.04181932969101,37.5252509543256
양천구,1147067000,신정6동,1147010100203190023,1147010100103190023000667,126.86881902233101,37.5205579957556
용산구,1117053000,남영동,1117010400200900008,1117010400100900008024005,126.97223809158899,37.5428580456495
강서구,1150060300,가양1동,1150010500207760004,1150010500107760004000001,126.84055856385,37.5674350512757
강서구,1150057000,화곡4동,1150010300207720067,1150010300107720067020798,126.863169824979,37.535001459722
마포구,1144061000,염리동,1144010900201680009,1144010900101680009006616,126.94746278019699,37.5439913688051
관악구,1162061500,중앙동,1162010100208610006,1162010100108610006026944,126.95220514258999,37.4816269954237
서초구,1165059000,방배본동,1165010100207770011,1165010100107770011015976,126.98655264751301,37.493523177117
마포구,1144060000,대흥동,1144010800201110001,1144010800101110001023336,126.94155205656,37.5482545237074
영등포구,1156053500,영등포동,1156010900200350001,1156010900100350001031989,126.905019084861,37.526755944545606
강남구,1168056500,청담동,1168010400201320001,1168010400101320001018390,127.05644099938101,37.5221789486327
마포구,1144065500,서강동,1144011400201300000,1144011400101300000024626,126.931678534065,37.549418048525
서대문구,1141061500,연희동,1141011700201880002,1141011700101880002021198,126.93050216113501,37.566797454407
동대문구,1123060000,답십리1동,1123010500204970067,1123010500104970067018594,127.051102662847,37.568495187971
중구,1114059000,광희동,1114014500201850001,1114014500101850001014270,127.00719164478501,37.5651606310157
서초구,1165056000,반포1동,1165010700207360002,1165010700107360002018648,127.022582353053,37.507360608755995
송파구,1171056100,방이1동,1171011100202260010,1171011100102260010000001,127.120565823608,37.5065088438119
금천구,1154563000,독산3동,1154510200201590023,1154510200101590023007631,126.898645735596,37.4715797313437
중구,1114054000,회현동,1114011800205260000,1114011800105260000021524,126.97513986945499,37.5565521000357
성동구,1120053500,왕십리도선동,1120010200207000000,1120010200108420000000001,127.02406214788799,37.566544740194104
성북구,1129071500,월곡1동,1129013600200890007,1129013600100890007017865,127.02930198531601,37.607612382103895
서초구,1165054000,잠원동,1165010600200210007,1165010600100210007019748,127.019520989445,37.514850016339395
강서구,1150060300,가양1동,1150010500207730002,1150010500107271088000001,126.82898701343201,37.560391911309
금천구,1154567000,시흥1동,1154510300209040022,1154510300109040022000001,126.903216919415,37.448870700207706
송파구,1171064200,문정2동,1171010800206510000,1171010800103250003000001,127.120744114354,37.4845512962666
송파구,1171071000,잠실6동,1171010200200070030,1171010200100070030000001,127.098885013703,37.515779517438396
동대문구,1123071000,회기동,1123010800200600040,1123010800100600040010737,127.052010174093,37.5915602101229
중구,1114054000,회현동,1114012400200520005,1114012400100520005000001,126.98096592536301,37.5609095133129
송파구,1171064700,위례동,1171010900208840000,1171010900104720000000001,127.14374389224501,37.478547924507
송파구,1171064200,문정2동,1171010800206180000,1171010800106180000000002,127.12487230133101,37.4796170833121
강남구,1168056500,청담동,1168010400200440012,1168010400100440012018987,127.04595802357201,37.5183012998145
은평구,1138055100,갈현1동,1138010400203950005,1138010400103950005034037,126.919789644121,37.6203564387311
중구,1114055000,명동,1114010500200060000,1114010500100060000019258,126.983663297339,37.5664831848697
영등포구,1156054000,여의동,1156011000200140000,1156011000100140000031089,126.919574282578,37.5302599014954
은평구,1138055100,갈현1동,1138010400203950006,1138010400103950006034066,126.91988220878099,37.6202221317245
송파구,1171071000,잠실6동,1171010200200070030,1171010200100070011000266,127.098885013703,37.515779517438396
서초구,1165058100,반포4동,1165010700200190004,1165010700100190004017328,127.00681633008001,37.5064271601893
강서구,1150053500,등촌3동,1150010200200730001,1150010200100730001000001,126.853258269858,37.5615852559942
서대문구,1141062000,홍제1동,1141011100203010019,1141011100103300246016785,126.943833500618,37.588659503927204
서초구,1165054000,잠원동,1165010600200210007,1165010600100210007019748,127.019520989445,37.514850016339395
강서구,1150060300,가양1동,1150010500207760006,1150010500107760006000001,126.840442028048,37.5669203191806
구로구,1153054000,구로3동,1153010200202220007,1153010200102220007022937,126.89650510613701,37.48338151459271
동대문구,1123074000,이문1동,1123011000203290001,1123011000103290001000001,127.059209152241,37.5953751605981
성동구,1120069000,성수2가3동,1120011500203170020,1120011500103170020004275,127.05694534325599,37.5432225413094
중구,1114055000,명동,1114010200201110000,1114010200101110000019180,126.982230332574,37.5669754231844
서초구,1165062100,방배4동,1165010100230010002,1165010100130010002000002,126.983047389605,37.4859872810427
노원구,1135059500,공릉1동,1135010300203790027,1135010300103790027013847,127.072254551413,37.6263661213083
강남구,1168064000,역삼1동,1168010100208250000,1168010100108250000024210,127.028564755794,37.497831750028794
양천구,1147065000,신정4동,1147010100209000010,1147010100109000010000001,126.863793615607,37.526699893616794
강남구,1168064000,역삼1동,1168010100208130017,1168010100108130017023289,127.026643378379,37.5020959446628
강서구,1150060300,가양1동,1150010500207590003,1150010500107590003000001,126.825946975642,37.5680294825785
노원구,1135072000,상계10동,1135010500206940000,1135010500106940000000185,127.057078652885,37.6609627165363
동작구,1159055000,상도3동,1159010200203240001,1159010200103240001025261,126.931761952017,37.499933455496205
용산구,1117063000,이촌1동,1117012900203000020,1117012900103000020011194,126.97726502544201,37.5186365047611
광진구,1121587000,구의3동,1121510300202000002,1121510300102000002008036,127.095252872366,37.541152496608
동작구,1159055000,상도3동,1159010200203240001,1159010200103240001025261,126.931761952017,37.499933455496205
성동구,1120066000,성수1가2동,1120011400200140033,1120011400100140033008235,127.049096357394,37.546439416062604
구로구,1153051000,신도림동,1153010100204130009,1153010100104130009025273,126.88394240739599,37.505465255199596
서대문구,1141058500,신촌동,1141011600200720012,1141011600100720014032947,126.934500325448,37.556300462486206
마포구,1144066000,서교동,1144012100201660001,1144012100101660001011788,126.92519108881599,37.557495558031796
용산구,1117062500,한강로동,1117012500203420000,1117012500103420000013530,126.966401274358,37.528759804414705
강서구,1150063000,방화1동,1150010900202930004,1150010900102930004004849,126.816370981046,37.5744392795603
은평구,1138069000,진관동,1138011400200650000,1138011400100650000000001,126.919103095201,37.6396051116528
용산구,1117068500,한남동,1117013100206830139,1117013100106830139004961,127.001102780123,37.537104778724796
마포구,1144066000,서교동,1144012000203530005,1144012000103530005010184,126.92029614690901,37.5547387684549
서초구,1165052000,서초2동,1165010800213650023,1165010800113650023022957,127.030049982544,37.484427224724705
영등포구,1156054000,여의동,1156011000200350004,1156011000100350007031416,126.92598089834298,37.5213799889039
강남구,1168059000,삼성2동,1168010500201140009,1168010500101140010000001,127.048500978939,37.51135666516829
서초구,1165060000,방배1동,1165010100209070001,1165010100109070001015289,126.99607307299699,37.4843326178498
강서구,1150063000,방화1동,1150010900202930004,1150010900102930004004849,126.816370981046,37.5744392795603
은평구,1138053000,불광2동,1138010300203080001,1138010300103080019045759,126.92204535942699,37.6186831321768
서초구,1165052000,서초2동,1165010800213290007,1165010800113290007023065,127.029220063815,37.4935120699427
마포구,1144055500,아현동,1144010100206180019,1144010100106180019023903,126.953588789673,37.5509928534831
관악구,1162072500,조원동,1162010200205640012,1162010200105640012008543,126.90840119664401,37.48096909195171
마포구,1144055500,아현동,1144010200202540008,1144010200102540008002325,126.95296884941901,37.545959541743606
송파구,1171064100,문정1동,1171010800200550006,1171010800100550006004646,127.12307571907301,37.4862896561624
강남구,1168054500,압구정동,1168010700206210001,1168010700106210001027693,127.03309175368099,37.527387399188
송파구,1171064200,문정2동,1171010800206420000,1171010800101970001000001,127.12058066825199,37.487884013388296
종로구,1111061500,종로1.2.3.4가동,1111012300201540001,1111012300101540001017647,126.978082271963,37.569831931393104
서초구,1165053100,서초4동,1165010800213030022,1165010800113030022020131,127.02408842294201,37.503750825160296
금천구,1154551000,가산동,1154510100203710041,1154510100103710041014023,126.880398452512,37.4814819459092
종로구,1111058000,교남동,1111018000200120001,1111018000100120001020675,126.961371477076,37.5716323367569
강서구,1150060300,가양1동,1150010500207960003,1150010500107960003000001,126.83387431159099,37.5605394004382
강남구,1168065500,도곡1동,1168011800209560000,1168011800109560000000001,127.03660895986401,37.4852467893652
용산구,1117062500,한강로동,1117012700200240001,1117012700100240001000001,126.972331235072,37.523702619066796
서초구,1165065200,양재2동,1165010200203070002,1165010200103070002000001,127.04410639234501,37.4736569936191
강남구,1168060000,대치1동,1168010600205990000,1168010600105990000014338,127.06264645768499,37.494565941596996
성동구,1120062000,금호4가동,1120011200214830000,1120011200114830000011769,127.015329383298,37.548027825008
관악구,1162058500,낙성대동,1162010100208560006,1162010100108560006030179,126.952791670408,37.4792984699941
용산구,1117062500,한강로동,1117012500203910000,1117012500103910000013692,126.96522007233999,37.5274519538612
중구,1114063500,약수동,1114016200203720096,1114016200103720096007239,127.01088131917,37.5523517113372
양천구,1147053000,목3동,1147010200206020002,1147010200106020002018008,126.86805054783501,37.5489513412167
동작구,1159062000,사당1동,1159010700201470029,1159010700101470028000001,126.980908852661,37.484428051670704
종로구,1111054000,삼청동,1111014200200340002,1111014200100340002026344,126.981659292931,37.580648295286395
강남구,1168061000,대치2동,1168010600209440031,1168010600109440031014503,127.060560942124,37.5075786596138
금천구,1154551000,가산동,1154510100203450090,1154510100103450090000002,126.881124967202,37.472946900429896
금천구,1154551000,가산동,1154510100203710037,1154510100103710037000001,126.88368419181002,37.477224052987296
송파구,1171063200,가락2동,1171010700201740014,1171010700101740015005915,127.13626162278,37.4969832953838
송파구,1171057000,오금동,1171011200200200017,1171011200100200017013920,127.12817165916599,37.5089890769025
서대문구,1141072000,북가좌2동,1141011900203280051,1141011900103280051002269,126.911859060314,37.582341142203
서대문구,1141055500,북아현동,1141011000201420027,1141011000101420028027488,126.956144217185,37.5600799504002
송파구,1171058000,송파1동,1171010400200590009,1171010400100590009012279,127.110255915191,37.510819794305796
서대문구,1141070000,남가좌2동,1141012000202240001,1141012000102240001004896,126.918462732922,37.578221032445605
강남구,1168054500,압구정동,1168010700205920000,1168010700105920000010787,127.028602772391,37.5228272843511
용산구,1117056000,원효로1동,1117011200201330003,1117011200101300004000001,126.967960705689,37.53792806619779
구로구,1153056000,구로5동,1153010200205730000,1153010200105730000020646,126.882758973119,37.5006334843974
송파구,1171063100,가락1동,1171010700204790000,1171010700104790000006368,127.102518841,37.4976057949232
송파구,1171071000,잠실6동,1171010200200070019,1171010200100070019000140,127.10249625796699,37.514608606632
강동구,1174053000,명일1동,1174010100203120028,1174010100103120028000001,127.143769399034,37.5525521814196
강서구,1150061100,발산1동,1150010600207190006,1150010600107190006009299,126.835923608019,37.5495850540676
마포구,1144059000,용강동,1144010500201120002,1144010500101120002003811,126.94220631863199,37.5411962174171
동작구,1159053000,상도1동,1159010300206660005,1159010300106660005034390,126.948431169421,37.503227682254895
송파구,1171056200,방이2동,1171011100200440003,1171011100100440008015675,127.113137000359,37.5168335004047
강남구,1168058000,삼성1동,1168010500201080006,1168010500101080006000001,127.063103291854,37.5150235503471
강남구,1168061000,대치2동,1168010600209930001,1168010600109930001000001,127.067051442026,37.5004576877441
강동구,1174059000,암사3동,1174010700204410012,1174010700104410012015180,127.13000020368999,37.5551006269805
중랑구,1126062000,묵1동,1126010400201690012,1126010400101690012009882,127.07686589401199,37.6153285055786
성동구,1120065000,성수1가1동,1120011400206560335,1120011400106560335010011,127.044888139937,37.541882183363
노원구,1135059500,공릉1동,1135010300205970034,1135010300105970034016420,127.074204887635,37.6207409324912
용산구,1117055500,청파동,1117010800202190017,1117010800102190017022940,126.96845054624501,37.5549350413244
서대문구,1141069000,남가좌1동,1141012000203850000,1141012000201240001000006,126.91782790086701,37.5743677926814
광진구,1121573000,군자동,1121510900202360000,1121510900102360000019145,127.076335535529,37.551935792125605
노원구,1135064000,상계2동,1135010500203720016,1135010500103720016007926,127.066426425469,37.656658046686395
종로구,1111058000,교남동,1111017700201080001,1111017700100470000020681,126.967794421205,37.56885940664429
강서구,1150061100,발산1동,1150010500208010002,1150010500108010002000001,126.834881086299,37.5583958757282
중구,1114052000,소공동,1114011700200170019,1114011700100170019022503,126.97690419523501,37.5616132396592
서초구,1165062000,방배3동,1165010100210220005,1165010100110220005010414,126.99941870867201,37.4793421199888
노원구,1135057000,월계2동,1135010200206330031,1135010200106330031017639,127.056607144993,37.6301435460372
동작구,1159051000,노량진1동,1159010100203330000,1159010100101470013033132,126.94684697817499,37.512944885116795
종로구,1111053000,사직동,1111011700201280027,1111011700101280027027734,126.97228335007,37.571700806512794
중구,1114055000,명동,1114013000200130031,1114013000100130031020009,126.986446485318,37.560740440582
광진구,1121586000,구의2동,1121510300200750019,1121510300100750019007736,127.089910328874,37.550581501192
강남구,1168065000,역삼2동,1168010100207210013,1168010100107210016000001,127.04304396922899,37.501112636895996
은평구,1138057000,대조동,1138010600200150009,1138010600100150009027104,126.930288720795,37.60940545049171
중구,1114059000,광희동,1114014800200180131,1114014800100180133013945,127.006233687749,37.5665491886796
양천구,1147051000,목1동,1147010200209620000,1147010200109620000000001,126.870342171311,37.5260779264084
양천구,1147055000,목5동,1147010200209070018,1147010200109070018016233,126.878835760832,37.535331445458496
성북구,1129068500,길음2동,1129013400200250002,1129013400100250002023699,127.029848971825,37.6108425986527
마포구,1144060000,대흥동,1144011100200010001,1144010800100220060004795,126.943045399174,37.551493628889105
동작구,1159064000,사당3동,1159010700202520015,1159010700102520015009326,126.972647121449,37.4841492566326
관악구,1162058500,낙성대동,1162010100216600001,1162010100116600001030502,126.961191878759,37.477696666637996
강남구,1168064000,역삼1동,1168010100206480022,1168010100106480022023789,127.031663323629,37.499596226844794
중구,1114060500,을지로동,1114015000203230000,1114015000102610004012122,126.9973081179,37.5661313217512
성북구,1129058000,돈암1동,1129010300206250002,1129010300106250002000001,127.02529777035801,37.6020109564414
중구,1114057000,필동,1114013300200900000,1114013300100790002017931,126.99858357423099,37.5613305763575
영등포구,1156056000,당산2동,1156011600202170002,1156011600102170002000002,126.903918718083,37.5331431299385
강동구,1174064000,성내1동,1174010800205500000,1174010800105500000007002,127.123784387698,37.5291853751004
영등포구,1156053500,영등포동,1156010200201430003,1156010200101430003034732,126.909268304123,37.51697389902021
영등포구,1156054000,여의동,1156011000200550002,1156011000100550002000001,126.931195118383,37.518273634370395
도봉구,1132051500,창5동,1132010700201350026,1132010700100750003014066,127.046680114284,37.6516255266209
마포구,1144074000,상암동,1144012700216070000,1144012700116070000000001,126.89229627012699,37.5791857695579
